Plasmids	locus_tag	protein_id	E-value_1	E-value_2
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	4e-40	1.9e-18
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	5.9e-13	2e-10
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	1.2	0.076
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	1.8e-06	0.0004
NZ_CP029455.1	FORC087_RS28060	WP_087967556.1	1.1e-06	1.1e-06
NZ_CP029455.1	FORC087_RS28670	WP_087965347.1	3.8	6
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	4.1e-36	8.9e-36
NZ_CP029455.1	FORC087_RS28060	WP_087967556.1	5.7e-15	5.7e-15
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	6.4	0.29
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	1.2e-17	7.9e-16
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	7.1e-25	8.2e-12
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	5.6e-39	8e-30
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	7.1e-26	3.1e-10
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	5.1e-08	0.00015
NZ_CP029455.1	FORC087_RS28070	WP_139894847.1	1.7	2.1
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	6.2e-16	1.8e-14
NZ_CP029455.1	FORC087_RS28060	WP_087967556.1	0.029	3.2
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	4.4e-32	3.1e-15
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	8.4e-17	1.7e-13
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	4.3e-06	6.2e-06
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	1.2e-25	2.6e-12
NZ_CP029455.1	FORC087_RS27870	WP_098562779.1	0.06	0.064
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	4e-52	9.4e-34
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	7.2e-06	9.5e-05
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	1.8e-17	1.8e-17
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	9e-09	7.2e-05
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	3.3e-17	6.5e-15
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	3.1e-46	1.6e-29
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	1.3e-07	1.1e-05
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	4.3e-59	3.1e-40
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	0.0045	0.0045
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	8e-20	1.6e-10
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	1.1e-31	2.8e-30
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	3.6e-26	4.6e-19
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	2.2e-36	4.2e-23
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	8.9e-17	1.1e-07
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	1.2e-53	9e-32
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	7.4e-23	7.6e-16
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	1.7e-23	4.1e-15
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	7.2e-30	7e-29
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	6.6e-18	3.1e-12
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	2.4e-14	8.8e-13
NZ_CP029455.1	FORC087_RS28080	WP_025118675.1	2.4	2.5
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	6.2e-21	1.3e-13
CP029455.1	FORC087_131	QDD86921.1	0.14	0.17
CP029455.1	FORC087_229	QDD87019.1	1.7e-50	8.9e-32
CP029455.1	FORC087_229	QDD87019.1	1.5e-25	2.3e-19
CP029455.1	FORC087_229	QDD87019.1	2.3e-26	2.7e-25
CP029455.1	FORC087_229	QDD87019.1	5.9e-18	9.7e-16
CP029455.1	FORC087_229	QDD87019.1	3.1e-11	0.00069
CP029455.1	FORC087_229	QDD87019.1	1.3e-06	1e-05
CP029455.1	FORC087_229	QDD87019.1	3e-24	1.1e-12
CP029455.1	FORC087_129	QDD86919.1	0.15	0.15
CP029455.1	FORC087_229	QDD87019.1	7.8e-08	7.8e-08
CP029455.1	FORC087_229	QDD87019.1	3.6e-16	1.5e-11
CP029455.1	FORC087_229	QDD87019.1	2.3e-67	1.6e-66
CP029455.1	FORC087_229	QDD87019.1	3.2e-11	1.6e-08
CP029455.1	FORC087_229	QDD87019.1	5.4e-10	3.1e-09
CP029455.1	FORC087_229	QDD87019.1	1.4e-16	1.7e-07
CP029455.1	FORC087_229	QDD87019.1	7e-28	4.2e-12
CP029455.1	FORC087_052	QDD86844.1	1.9	2.3
CP029455.1	FORC087_229	QDD87019.1	4.8e-22	3e-12
CP029455.1	FORC087_229	QDD87019.1	0.022	0.05
CP029455.1	FORC087_229	QDD87019.1	9.9e-44	1.1e-39
CP029455.1	FORC087_229	QDD87019.1	7.2e-09	7.2e-09
CP029455.1	FORC087_129	QDD86919.1	0.24	0.32
CP029455.1	FORC087_229	QDD87019.1	9.4e-13	2.7e-07
CP029455.1	FORC087_229	QDD87019.1	2.1e-11	5.5e-06
CP029455.1	FORC087_229	QDD87019.1	4.6e-08	3.3e-06
CP029455.1	FORC087_229	QDD87019.1	3.9e-44	3e-24
CP029455.1	FORC087_229	QDD87019.1	5.7e-19	3.6e-18
CP029455.1	FORC087_229	QDD87019.1	7.3e-63	2.4e-33
CP029455.1	FORC087_229	QDD87019.1	8e-67	1.1e-34
CP029455.1	FORC087_229	QDD87019.1	7.3e-45	4e-18
CP029455.1	FORC087_386	QDD87171.1	0.1	0.13
CP029455.1	FORC087_229	QDD87019.1	0.81	0.98
CP029455.1	FORC087_229	QDD87019.1	4e-40	1.9e-18
CP029455.1	FORC087_229	QDD87019.1	5.9e-13	2e-10
CP029455.1	FORC087_229	QDD87019.1	1.2	0.076
CP029455.1	FORC087_229	QDD87019.1	1.8e-06	0.0004
CP029455.1	FORC087_129	QDD86919.1	1.1e-06	1.1e-06
CP029455.1	FORC087_261	QDD87050.1	3.8	6
CP029455.1	FORC087_229	QDD87019.1	4.1e-36	8.9e-36
CP029455.1	FORC087_129	QDD86919.1	5.7e-15	5.7e-15
CP029455.1	FORC087_229	QDD87019.1	6.4	0.29
CP029455.1	FORC087_229	QDD87019.1	1.2e-17	7.9e-16
CP029455.1	FORC087_229	QDD87019.1	7.1e-25	8.2e-12
CP029455.1	FORC087_229	QDD87019.1	5.6e-39	8e-30
CP029455.1	FORC087_229	QDD87019.1	7.1e-26	3.1e-10
CP029455.1	FORC087_229	QDD87019.1	5.1e-08	0.00015
CP029455.1	FORC087_131	QDD86921.1	1.7	2.1
CP029455.1	FORC087_229	QDD87019.1	6.2e-16	1.8e-14
CP029455.1	FORC087_129	QDD86919.1	0.029	3.2
CP029455.1	FORC087_229	QDD87019.1	4.4e-32	3.1e-15
CP029455.1	FORC087_229	QDD87019.1	8.4e-17	1.7e-13
CP029455.1	FORC087_229	QDD87019.1	4.3e-06	6.2e-06
CP029455.1	FORC087_229	QDD87019.1	1.2e-25	2.6e-12
CP029455.1	FORC087_089	QDD86880.1	0.06	0.064
CP029455.1	FORC087_229	QDD87019.1	4e-52	9.4e-34
CP029455.1	FORC087_229	QDD87019.1	7.2e-06	9.5e-05
CP029455.1	FORC087_229	QDD87019.1	1.8e-17	1.8e-17
CP029455.1	FORC087_229	QDD87019.1	9e-09	7.2e-05
CP029455.1	FORC087_229	QDD87019.1	3.3e-17	6.5e-15
CP029455.1	FORC087_229	QDD87019.1	3.1e-46	1.6e-29
CP029455.1	FORC087_229	QDD87019.1	1.3e-07	1.1e-05
CP029455.1	FORC087_229	QDD87019.1	4.3e-59	3.1e-40
CP029455.1	FORC087_229	QDD87019.1	0.0045	0.0045
CP029455.1	FORC087_229	QDD87019.1	8e-20	1.6e-10
CP029455.1	FORC087_229	QDD87019.1	1.1e-31	2.8e-30
CP029455.1	FORC087_229	QDD87019.1	3.6e-26	4.6e-19
CP029455.1	FORC087_229	QDD87019.1	2.2e-36	4.2e-23
CP029455.1	FORC087_229	QDD87019.1	8.9e-17	1.1e-07
CP029455.1	FORC087_229	QDD87019.1	1.2e-53	9e-32
CP029455.1	FORC087_229	QDD87019.1	7.4e-23	7.6e-16
CP029455.1	FORC087_229	QDD87019.1	1.7e-23	4.1e-15
CP029455.1	FORC087_229	QDD87019.1	7.2e-30	7e-29
CP029455.1	FORC087_229	QDD87019.1	6.6e-18	3.1e-12
CP029455.1	FORC087_229	QDD87019.1	2.4e-14	8.8e-13
CP029455.1	FORC087_134	QDD86924.1	2.4	2.5
CP029455.1	FORC087_229	QDD87019.1	6.2e-21	1.3e-13
PHQW02000015.1	CR195_028060	-	10	13
PHQW02000015.1	CR195_028230	PYD94900.1	1.3e-07	1.9e-07
PHQW02000015.1	CR195_028115	PYD94882.1	2	2.3
PHQW02000015.1	CR195_028115	PYD94882.1	1	1.3
PHQW02000015.1	CR195_028115	PYD94882.1	2.4	2.4
PHQW02000015.1	CR195_028205	PYD94896.1	0.0087	0.011
PHQW02000015.1	CR195_028215	PYD94898.1	1.4	57
PHQW02000015.1	CR195_028205	PYD94896.1	0.89	1.4
PHQW02000015.1	CR195_028205	PYD94896.1	4.3	0.12
CP023246.1	CJ306_29720	ASZ69430.1	0.4	0.45
CP023246.1	CJ306_29970	ASZ69466.1	1.2	1.3
CP023246.1	CJ306_29645	-	0.0099	0.014
CP023246.1	CJ306_30415	ASZ69544.1	0.23	0.35
CP023246.1	CJ306_31390	ASZ69710.1	1.5	2.1
CP023246.1	CJ306_31125	ASZ69667.1	5.1e-08	6.7e-08
CP023246.1	CJ306_31405	ASZ69713.1	9.5	11
CP023246.1	CJ306_31400	ASZ69712.1	4.2	4.4
CP023246.1	CJ306_31505	ASZ69730.1	0.0055	0.076
CP023246.1	CJ306_31170	ASZ69675.1	0.052	0.06
CP023246.1	CJ306_29720	ASZ69430.1	3.3	3.9
CP023246.1	CJ306_31400	ASZ69712.1	1.1	1.1
CP023246.1	CJ306_30880	ASZ69626.1	0.75	4
CP023246.1	CJ306_29720	ASZ69430.1	2.7	3.8
CP023246.1	CJ306_29720	ASZ69430.1	3.9	5.1
CP023246.1	CJ306_29720	ASZ69430.1	0.66	0.73
CP023246.1	CJ306_29970	ASZ69466.1	1.2	1.3
CP023246.1	CJ306_29720	ASZ69430.1	6.4	7.5
CP023246.1	CJ306_29355	ASZ69373.1	2.1	2.9
CP023246.1	CJ306_31390	ASZ69710.1	0.98	1.1
CP023246.1	CJ306_30630	ASZ69578.1	0.32	0.4
CP023246.1	CJ306_31505	ASZ69730.1	0.45	6.3
CP023246.1	CJ306_30845	ASZ69620.1	0.047	0.072
CP023246.1	CJ306_31285	ASZ69695.1	2.4e-16	3.1e-16
CP023246.1	CJ306_29655	ASZ69421.1	2.4e-07	3.1e-07
CP023246.1	CJ306_29525	ASZ69400.1	3.3	3.4
CP023246.1	CJ306_31470	ASZ69724.1	4	4.9
CP023246.1	CJ306_29720	ASZ69430.1	5	6.1
CP023181.1	CK938_28360	ASZ20455.1	2	3
CP018741.1	FORC47_p107	ASL62459.1	0.0017	0.0025
CP018741.1	FORC47_p105	ASL62457.1	6.2	7.2
CP018741.1	FORC47_p107	ASL62459.1	5.2e-06	7.1e-06
CP018741.1	FORC47_p105	ASL62457.1	2.3	2.5
CP016596.1	BA204_27440	ASJ51784.1	0.0018	0.0025
CP016596.1	BA204_27430	ASJ51782.1	1.1	1.3
CP016596.1	BA204_27440	ASJ51784.1	0.031	0.04
CP016596.1	BA204_27430	ASJ51782.1	3.2	3.5
CP016596.1	BA204_26985	ASJ51703.1	0.54	0.69
NC_007105.1	BCE33L_RS30045	WP_000505768.1	0.13	0.17
NC_007105.1	BCE33L_RS29845	WP_000190045.1	0.19	0.23
NC_007103.1	BCE33L_RS28675	WP_001271969.1	0.39	0.95
NC_007103.1	BCE33L_RS29760	WP_000108303.1	0.15	0.24
NC_007103.1	BCE33L_RS28675	WP_001271969.1	0.082	0.023
NC_007103.1	BCE33L_RS28680	WP_000753852.1	0.045	0.055
NC_007103.1	BCE33L_RS28675	WP_001271969.1	0.048	0.048
NC_007103.1	BCE33L_RS28675	WP_001271969.1	4.5e-09	4.5e-09
NC_007103.1	BCE33L_RS28675	WP_001271969.1	3e-12	3e-12
NC_007103.1	BCE33L_RS28675	WP_001271969.1	0.0057	0.0057
NC_007103.1	BCE33L_RS29600	WP_000038581.1	4.5	4.9
NC_007103.1	BCE33L_RS29600	WP_000038581.1	0.031	0.032
NC_007103.1	BCE33L_RS27820	WP_001003824.1	1.9	2.2
NC_007103.1	BCE33L_RS29375	WP_000422009.1	0.66	0.38
NC_007103.1	BCE33L_RS28675	WP_001271969.1	0.11	6.8
NC_007103.1	BCE33L_RS28680	WP_000753852.1	0.021	0.02
NC_007103.1	BCE33L_RS29045	WP_000454595.1	1.3	1.6
NC_007103.1	BCE33L_RS29065	WP_000504301.1	0.027	0.033
NC_007103.1	BCE33L_RS29375	WP_000422009.1	0.0049	0.0069
NC_007103.1	BCE33L_RS29065	WP_000504301.1	4	6.1
NC_007103.1	BCE33L_RS29775	WP_000275963.1	2.7	3
NC_007103.1	BCE33L_RS29600	WP_000038581.1	7.3	8.2
AP007214.1	BCN_C4_01	BAL21553.1	0.019	0.021
AP007213.1	BCN_C3_03	BAL21552.1	8.4	23
AP007212.1	BCN_C2_02	BAL21541.1	0.07	0.072
AP007212.1	BCN_C2_02	BAL21541.1	0.083	0.093
AP007211.1	BCN_C1_12	BAL21487.1	2e-14	1.7e-13
AP007211.1	BCN_C1_12	BAL21487.1	6.3e-49	1.4e-38
AP007211.1	BCN_C1_12	BAL21487.1	5.9e-06	4.9e-05
AP007211.1	BCN_C1_12	BAL21487.1	7e-19	1.5e-11
AP007211.1	BCN_C1_12	BAL21487.1	7.4e-25	1.8e-19
AP007211.1	BCN_C1_12	BAL21487.1	4.2e-12	3e-11
AP007211.1	BCN_C1_12	BAL21487.1	1e-13	1.4e-07
AP007211.1	BCN_C1_12	BAL21487.1	3.4e-08	3.4e-08
AP007211.1	BCN_C1_12	BAL21487.1	4.5e-14	4.5e-14
AP007211.1	BCN_C1_12	BAL21487.1	6.8e-42	1.8e-34
AP007211.1	BCN_C1_12	BAL21487.1	2.2e-18	7.8e-12
AP007211.1	BCN_C1_12	BAL21487.1	2.2e-25	6.5e-19
AP007211.1	BCN_C1_12	BAL21487.1	2e-58	3.1e-21
AP007211.1	BCN_C1_12	BAL21487.1	3.8e-07	3.8e-07
AP007211.1	BCN_C1_12	BAL21487.1	1.2e-07	1.1e-05
AP007211.1	BCN_C1_31	BAL21506.1	0.51	0.56
AP007211.1	BCN_C1_12	BAL21487.1	5.4e-29	1.3e-24
AP007211.1	BCN_C1_12	BAL21487.1	6.3e-09	7.5e-05
AP007211.1	BCN_C1_12	BAL21487.1	1.6e-40	2e-26
AP007211.1	BCN_C1_12	BAL21487.1	8.9e-43	4.4e-35
AP007211.1	BCN_C1_12	BAL21487.1	1.7e-40	1.3e-20
AP007211.1	BCN_C1_12	BAL21487.1	4.4e-26	2.5e-22
AP007211.1	BCN_C1_12	BAL21487.1	2.9e-08	3.8e-07
AP007211.1	BCN_C1_12	BAL21487.1	6.4e-22	1.8e-13
AP007211.1	BCN_C1_12	BAL21487.1	1.2e-64	9.4e-45
AP007211.1	BCN_C1_12	BAL21487.1	2.3e-15	1.6e-05
AP007211.1	BCN_C1_12	BAL21487.1	1.2e-15	3.8e-13
AP007211.1	BCN_C1_12	BAL21487.1	3e-05	3e-05
AP007211.1	BCN_C1_12	BAL21487.1	4.5e-24	4.5e-24
AP007211.1	BCN_C1_12	BAL21487.1	2.6e-08	3.5e-06
AP007211.1	BCN_C1_12	BAL21487.1	8.3e-38	3.7e-28
AP007211.1	BCN_C1_12	BAL21487.1	2.2e-18	2.2e-18
AP007211.1	BCN_C1_27	BAL21502.1	0.0065	0.0074
AP007211.1	BCN_C1_12	BAL21487.1	2.7e-29	7.6e-12
AP007211.1	BCN_C1_12	BAL21487.1	3.2e-53	6.4e-27
AP007211.1	BCN_C1_12	BAL21487.1	3e-103	2.7e-66
AP007211.1	BCN_C1_12	BAL21487.1	0.00082	0.0096
AP007211.1	BCN_C1_12	BAL21487.1	4.4e-73	1.8e-36
AP007211.1	BCN_C1_12	BAL21487.1	5.5e-62	8.7e-36
AP007211.1	BCN_C1_07	BAL21482.1	0.13	0.13
AP007211.1	BCN_C1_12	BAL21487.1	9.9e-11	9.9e-11
AP007211.1	BCN_C1_12	BAL21487.1	7.8e-10	7.8e-10
AP007211.1	BCN_C1_31	BAL21506.1	0.012	0.013
AP007211.1	BCN_C1_12	BAL21487.1	1.5e-30	8.3e-25
AP007211.1	BCN_C1_12	BAL21487.1	7.1e-17	4.1e-14
AP007211.1	BCN_C1_12	BAL21487.1	3.3e-52	1.1e-29
AP007211.1	BCN_C1_12	BAL21487.1	3e-26	3e-26
AP007211.1	BCN_C1_12	BAL21487.1	2.1e-43	7.1e-20
AP007210.1	BCN_P036	BAL21244.1	0.0025	0.0025
AP007210.1	BCN_P036	BAL21244.1	1.3e-12	1.6e-12
AP007210.1	BCN_P175	BAL21383.1	0.14	0.23
AP007210.1	BCN_P036	BAL21244.1	2e-13	2e-13
AP007210.1	BCN_P036	BAL21244.1	0.0071	0.0084
AP007210.1	BCN_P154	BAL21362.1	0.45	0.5
AP007210.1	BCN_P154	BAL21362.1	0.34	0.37
AP007210.1	BCN_P154	BAL21362.1	0.0031	0.0038
AP007210.1	BCN_P132	BAL21340.1	0.024	0.036
AP007210.1	BCN_P149	BAL21357.1	1e-07	1.4e-07
AP007210.1	BCN_P090	BAL21298.1	3.5	5.5
AP007210.1	BCN_P108	BAL21316.1	1.3	1.4
AP007210.1	BCN_P154	BAL21362.1	8.1	9
CP001181.1	BCAH187_B0003	ACJ82938.1	0.021	0.023
CP001171.1	BCH308197_F0004	ACI30650.1	0.032	0.039
CP001170.1	BCH308197_B0077	ACI30582.1	0.013	0.016
CP001170.1	BCH308197_B0093	ACI30621.1	7	11
CP001170.1	BCH308197_B0077	ACI30582.1	3.6e-12	4.8e-12
CP001170.1	BCH308197_B0077	ACI30582.1	4.4e-14	5.8e-14
CP001170.1	BCH308197_B0077	ACI30582.1	1.6e-05	2.2e-05
CP001170.1	BCH308197_B0011	ACI30560.1	0.068	0.078
CP001170.1	BCH308197_B0010	ACI30556.1	9.5e-19	1.3e-18
CP001169.1	BCH308197_C0017	ACI30534.1	0.013	0.016
CP001169.1	BCH308197_C0017	ACI30534.1	1.8e-10	6.6e-09
CP001169.1	BCH308197_C0017	ACI30534.1	3.7e-13	5e-13
CP001169.1	BCH308197_C0012	ACI30523.1	4.2	4
CP001169.1	BCH308197_C0017	ACI30534.1	0.003	0.0042
CP001168.1	BCH308197_D0005	ACI30503.1	1.6	2
CP009637.1	AK40_6293	AJI08584.1	2.8e-13	2.8e-13
CP009637.1	AK40_6293	AJI08584.1	4.5e-21	5.1e-09
CP009637.1	AK40_6293	AJI08584.1	4.5e-15	2.4e-12
CP009637.1	AK40_6293	AJI08584.1	5.3e-09	4.6e-07
CP009637.1	AK40_6247	AJI08587.1	2.2	2.4
CP009637.1	AK40_6293	AJI08584.1	1.7e-14	1.7e-14
CP009637.1	AK40_6293	AJI08584.1	5.4e-12	1.2e-09
CP009637.1	AK40_6293	AJI08584.1	0.0002	0.0002
CP009636.1	AK40_5991	AJI08497.1	0.93	1.1
CP009636.1	AK40_5986	AJI08333.1	0.014	0.02
CP009636.1	AK40_6022	AJI08336.1	5.9	6.1
CP009636.1	AK40_5833	AJI08482.1	2.3	1.2
CP009636.1	AK40_6016	AJI08415.1	0.22	0.36
CP009636.1	AK40_5991	AJI08497.1	1.5	1.7
CP009636.1	AK40_5833	AJI08482.1	5.8	6.9
CP009636.1	AK40_5833	AJI08482.1	8.9	11
CP009636.1	AK40_5833	AJI08482.1	0.6	0.74
CP009636.1	AK40_5946	AJI08385.1	2.4	2.9
CP009636.1	AK40_6030	AJI08327.1	0.00033	0.0004
CP009636.1	AK40_6030	AJI08327.1	2.6	4
CP009636.1	AK40_5986	AJI08333.1	0.22	0.33
CP009636.1	AK40_6030	AJI08327.1	2.1	0.11
CP009636.1	AK40_5991	AJI08497.1	2.7	3.5
CP009636.1	AK40_5991	AJI08497.1	0.13	0.18
CP009636.1	AK40_6022	AJI08336.1	1.8	1.8
CP009636.1	AK40_5986	AJI08333.1	4.1e-06	4.1e-06
CP009636.1	AK40_5947	AJI08369.1	3	5.5
CP003751.1	BCK_27705	AFQ13347.1	0.019	0.021
CP003749.1	BCK_27428	AFQ13294.1	0.72	0.82
CP003749.1	BCK_27488	AFQ13306.1	8.6	13
CP003749.1	BCK_27493	AFQ13307.1	9e-05	0.00012
CP003749.1	BCK_27488	AFQ13306.1	0.33	0.38
CP003749.1	BCK_27408	AFQ13290.1	0.38	0.4
CP000042.1	pE33L54_0051	AAY60653.1	0.13	0.17
CP000040.1	pE33L466_0234	AAY60391.1	0.39	0.95
CP000040.1	pE33L466_0466	AAY60599.1	0.15	0.24
CP000040.1	pE33L466_0234	AAY60391.1	0.082	0.023
CP000040.1	pE33L466_0235	AAY60392.1	0.051	0.063
CP000040.1	pE33L466_0234	AAY60391.1	0.048	0.048
CP000040.1	pE33L466_0234	AAY60391.1	4.5e-09	4.5e-09
CP000040.1	pE33L466_0234	AAY60391.1	3e-12	3e-12
CP000040.1	pE33L466_0234	AAY60391.1	0.0057	0.0057
CP000040.1	pE33L466_0426	AAY60564.1	4.5	4.9
CP000040.1	pE33L466_0426	AAY60564.1	0.031	0.032
CP000040.1	pE33L466_0054	AAY60219.1	1.4	1.8
CP000040.1	pE33L466_0379	AAY60522.1	0.74	0.4
CP000040.1	pE33L466_0234	AAY60391.1	0.11	6.8
CP000040.1	pE33L466_0235	AAY60392.1	0.024	0.024
CP000040.1	pE33L466_0310	AAY60460.1	1.3	1.6
CP000040.1	pE33L466_0314	AAY60464.1	0.027	0.033
CP000040.1	pE33L466_0379	AAY60522.1	0.005	0.007
CP000040.1	pE33L466_0053	AAY60218.1	0.44	2.2
CP000040.1	pE33L466_0314	AAY60464.1	4	6.1
CP000040.1	pE33L466_0001	AAY60172.1	2.7	3
CP000040.1	pE33L466_0426	AAY60564.1	7.3	8.2
CP000229.1	BCQ_PT26	ACM15988.1	1.4e-46	5.9e-46
CP000229.1	BCQ_PT26	ACM15988.1	1e-27	1.6e-17
CP000229.1	BCQ_PT26	ACM15988.1	6.6e-22	1.5e-15
CP000229.1	BCQ_PT26	ACM15988.1	1.8e-18	4.4e-18
CP000229.1	BCQ_PT26	ACM15988.1	4.8e-05	0.00036
CP000229.1	BCQ_PT26	ACM15988.1	4.6e-06	4.6e-06
CP000229.1	BCQ_PT26	ACM15988.1	1e-19	6.5e-13
CP000229.1	BCQ_PT26	ACM15988.1	1.2e-06	1.2e-06
CP000229.1	BCQ_PT26	ACM15988.1	4.4e-15	6.5e-14
CP000229.1	BCQ_PT26	ACM15988.1	1.3e-58	3.8e-58
CP000229.1	BCQ_PT26	ACM15988.1	5.6e-08	9.5e-05
CP000229.1	BCQ_PT26	ACM15988.1	5.1e-23	6.7e-13
CP000229.1	BCQ_PT26	ACM15988.1	1.5e-06	0.0015
CP000229.1	BCQ_PT26	ACM15988.1	1.3e-11	1.3e-11
CP000229.1	BCQ_PT26	ACM15988.1	7e-13	2.3e-11
CP000229.1	BCQ_PT26	ACM15988.1	3.6e-15	3.4e-14
CP000229.1	BCQ_PT26	ACM15988.1	4.9e-31	1.1e-30
CP000229.1	BCQ_PT26	ACM15988.1	7.4e-08	7.4e-08
CP000229.1	BCQ_PT26	ACM15988.1	1.7e-09	1.1e-05
CP000229.1	BCQ_PT26	ACM15988.1	1.5e-05	0.00088
CP000229.1	BCQ_PT26	ACM15988.1	4.3e-07	0.00034
CP000229.1	BCQ_PT26	ACM15988.1	1.7e-32	3e-28
CP000229.1	BCQ_PT26	ACM15988.1	5.6e-12	9.3e-09
CP000229.1	BCQ_PT26	ACM15988.1	6.5e-42	6.3e-39
CP000229.1	BCQ_PT26	ACM15988.1	4.7e-53	1.8e-26
CP000229.1	BCQ_PT26	ACM15988.1	3.8e-40	3.8e-40
CP000229.1	BCQ_PT26	ACM15988.1	2.6e-32	4.7e-16
CP000229.1	BCQ_PT26	ACM15988.1	8e-07	0.00015
CP000229.1	BCQ_PT26	ACM15988.1	1.3e-21	1.9e-11
CP000229.1	BCQ_PT28	ACM15990.1	0.019	0.022
CP000229.1	BCQ_PT26	ACM15988.1	9.7e-31	2.1e-23
CP000229.1	BCQ_PT26	ACM15988.1	2.2e-08	2.2e-08
CP000229.1	BCQ_PT26	ACM15988.1	7.8e-16	2.7e-09
CP000229.1	BCQ_PT26	ACM15988.1	1.4e-31	3.9e-30
CP000229.1	BCQ_PT26	ACM15988.1	1.5e-12	3.4e-07
CP000229.1	BCQ_PT26	ACM15988.1	0.00068	0.00068
CP000229.1	BCQ_PT26	ACM15988.1	2.4e-20	5.5e-18
CP000229.1	BCQ_PT26	ACM15988.1	6.4e-16	2.9e-15
CP000229.1	BCQ_PT26	ACM15988.1	1.1e-13	1.3e-08
CP000229.1	BCQ_PT26	ACM15988.1	2e-06	2e-06
CP000229.1	BCQ_PT26	ACM15988.1	7e-16	9e-09
CP000229.1	BCQ_PT26	ACM15988.1	7.8e-50	1.5e-25
CP000229.1	BCQ_PT26	ACM15988.1	3.8e-08	3.8e-08
CP000229.1	BCQ_PT26	ACM15988.1	5.9e-16	5.9e-16
CP000229.1	BCQ_PT26	ACM15988.1	0.00036	0.00036
CP000229.1	BCQ_PT26	ACM15988.1	4.3e-21	4.3e-21
CP000229.1	BCQ_PT26	ACM15988.1	8.3e-16	3.1e-13
CP000229.1	BCQ_PT26	ACM15988.1	2e-37	1.7e-29
CP000229.1	BCQ_PT26	ACM15988.1	8.2e-05	8.2e-05
CP000229.1	BCQ_PT26	ACM15988.1	7.2e-46	1.7e-40
CP000229.1	BCQ_PT26	ACM15988.1	0.77	0.89
CP000229.1	BCQ_PT26	ACM15988.1	2.5e-06	0.00036
CP000229.1	BCQ_PT26	ACM15988.1	1.8e-15	2.8e-13
CP000229.1	BCQ_PT26	ACM15988.1	5.1e-34	5.1e-34
CP000229.1	BCQ_PT49	ACM16011.1	0.25	0.26
CP000229.1	BCQ_PT26	ACM15988.1	6.7e-19	3.8e-15
CP000229.1	BCQ_PT26	ACM15988.1	3.5e-56	1e-27
CP000229.1	BCQ_PT26	ACM15988.1	1.9e-09	4.9e-07
CP000229.1	BCQ_PT26	ACM15988.1	1.2e-47	7.1e-34
CP000229.1	BCQ_PT26	ACM15988.1	4.5e-19	1.3e-17
CP000229.1	BCQ_PT26	ACM15988.1	1.8e-12	1.8e-12
CP000229.1	BCQ_PT26	ACM15988.1	4.9e-17	4.9e-17
CP000229.1	BCQ_PT49	ACM16011.1	0.011	0.012
CP000229.1	BCQ_PT26	ACM15988.1	3.9e-18	3.9e-18
CP000229.1	BCQ_PT26	ACM15988.1	9.5e-09	9.5e-09
CP000229.1	BCQ_PT26	ACM15988.1	3.5e-15	3.5e-15
CP001188.1	BCG9842_A0027	ACK98785.1	0.22	0.28
CP001188.1	BCG9842_A0027	ACK98785.1	0.0091	0.011
CP001188.1	BCG9842_A0061	ACK98733.1	0.015	0.023
CP001188.1	BCG9842_A0027	ACK98785.1	0.0041	0.0047
CP001188.1	BCG9842_A0027	ACK98785.1	0.024	0.025
