Plasmids	locus_tag	protein_id	E-value_1	E-value_2
CP011154.1	WR51_29650	ANC17086.1	1.4e-08	2.9e-08
CP011154.1	WR51_29650	ANC17086.1	0.00011	0.0037
CP011154.1	WR51_29910	ANC17133.1	6.1e-06	7e-06
CP011154.1	WR51_29650	ANC17086.1	0.21	0.32
CP011154.1	WR51_29650	ANC17086.1	3.8e-07	1.9e-06
CP011154.1	WR51_30405	ANC17219.1	0.064	1.3
CP011154.1	WR51_29650	ANC17086.1	0.34	0.55
CP011154.1	WR51_29650	ANC17086.1	0.0029	0.015
CP011154.1	WR51_29650	ANC17086.1	1.7e-07	4.6e-07
CP011154.1	WR51_29910	ANC17133.1	0.001	0.0013
CP011152.1	WR47_29020	ANC11150.1	0.00017	0.014
CP011152.1	WR47_29020	ANC11150.1	1.4e-08	2.9e-08
CP011152.1	WR47_29020	ANC11150.1	0.00011	0.0037
CP011152.1	WR47_28760	ANC11103.1	6.1e-06	7e-06
CP011152.1	WR47_29020	ANC11150.1	0.21	0.32
CP011152.1	WR47_29020	ANC11150.1	3.8e-07	1.9e-06
CP011152.1	WR47_28265	ANC11018.1	0.064	1.3
CP011152.1	WR47_29020	ANC11150.1	0.34	0.55
CP011152.1	WR47_29020	ANC11150.1	0.0029	0.015
CP011152.1	WR47_29020	ANC11150.1	1.7e-07	4.6e-07
CP011152.1	WR47_28760	ANC11103.1	0.001	0.0013
JPYN01000057.1	IY08_28775	KGT40659.1	0.00028	0.014
JPYN01000057.1	IY08_28775	KGT40659.1	8.6e-08	1.9e-07
JPYN01000057.1	IY08_28775	KGT40659.1	0.0018	0.0089
JPYN01000057.1	IY08_28775	KGT40659.1	4.7e-06	3.5e-05
JPYN01000057.1	IY08_28775	KGT40659.1	0.012	0.14
JPYN01000057.1	IY08_28775	KGT40659.1	7e-07	2.4e-06
ABDM02000064.1	BC03BB108_D0053	EDX59519.1	1.6e-20	5e-20
ABDM02000064.1	BC03BB108_D0053	EDX59519.1	2.7e-36	3.1e-35
ABDM02000064.1	BC03BB108_D0053	EDX59519.1	2.2e-18	2.9e-10
ABDM02000064.1	BC03BB108_D0081	EDX59548.1	5.6e-14	8.2e-14
ABDM02000064.1	BC03BB108_D0053	EDX59519.1	1.3e-16	3.4e-08
ABDM02000064.1	BC03BB108_D0053	EDX59519.1	1.4e-39	3.7e-38
ABDM02000064.1	BC03BB108_D0053	EDX59519.1	8.2e-09	1.2e-08
ABDM02000064.1	BC03BB108_D0053	EDX59519.1	9.5e-16	1.3e-15
ABDM02000064.1	BC03BB108_D0053	EDX59519.1	5.7e-23	1e-12
ABDM02000064.1	BC03BB108_D0053	EDX59519.1	2.7e-19	5.9e-19
ABDM02000064.1	BC03BB108_D0053	EDX59519.1	7.5e-10	5.3e-09
ABDM02000064.1	BC03BB108_D0081	EDX59548.1	9.5e-06	5.9e-05
NC_005707.1	BCE_RS27685	WP_000183539.1	2.2e-12	7.7e-05
NC_005707.1	BCE_RS27240	WP_000441033.1	0.0022	0.034
NC_005707.1	BCE_RS27685	WP_000183539.1	1.8e-23	6e-13
NC_005707.1	BCE_RS27240	WP_000441033.1	6.7e-07	1.4e-06
NC_005707.1	BCE_RS27725	WP_000100984.1	7.1e-05	0.0043
NC_005707.1	BCE_RS27685	WP_000183539.1	4.7e-18	4e-07
NC_005707.1	BCE_RS27240	WP_000441033.1	0.00061	0.0039
NC_005707.1	BCE_RS27725	WP_000100984.1	0.017	0.031
NC_005707.1	BCE_RS27685	WP_000183539.1	5.2e-08	0.0023
NC_005707.1	BCE_RS27240	WP_000441033.1	0.16	0.22
NC_005707.1	BCE_RS27685	WP_000183539.1	4.2e-26	2.1e-12
NC_005707.1	BCE_RS27240	WP_000441033.1	1.2e-06	5.2e-06
NC_005707.1	BCE_RS27725	WP_000100984.1	0.019	0.037
NC_005707.1	BCE_RS27685	WP_000183539.1	5.4e-06	0.13
NC_005707.1	BCE_RS27240	WP_000441033.1	0.23	0.33
NC_005707.1	BCE_RS27685	WP_000183539.1	5.4e-16	5.1e-07
NC_005707.1	BCE_RS27240	WP_000441033.1	0.0052	0.036
NC_005707.1	BCE_RS27240	WP_000441033.1	2.6e-06	8.3e-06
NC_005707.1	BCE_RS27685	WP_000183539.1	7.4e-06	0.0032
CP012486.1	ACN91_27645	ALC55304.1	2.9e-19	5.7e-19
CP012486.1	ACN91_27645	ALC55304.1	8.1e-13	2.6e-12
NZ_CP027922.1	C1N82_RS32060	WP_088024350.1	0.3	0.3
NZ_CP027922.1	C1N82_RS31895	WP_162281197.1	9.5e-17	1.3e-16
NZ_CP027922.1	C1N82_RS31895	WP_162281197.1	2.5e-06	2.1e-05
NZ_CP028013.1	C1N66_RS31395	WP_088024350.1	0.3	0.3
NZ_CP028013.1	C1N66_RS31225	WP_162281197.1	9.5e-17	1.3e-16
NZ_CP028013.1	C1N66_RS31225	WP_162281197.1	2.5e-06	2.1e-05
CP028013.1	C1N66_32165	QHV47647.1	0.3	0.3
CP028013.1	C1N66_31990	QHV47619.1	9.5e-17	1.3e-16
CP028013.1	C1N66_31990	QHV47619.1	2.5e-06	2.1e-05
CP027922.1	C1N82_33700	QHV08143.1	0.3	0.3
CP027922.1	C1N82_33530	QHV08116.1	9.5e-17	1.3e-16
CP027922.1	C1N82_33530	QHV08116.1	2.5e-06	2.1e-05
NZ_CP029457.1	FORC087_RS30390	WP_001018642.1	2.6e-18	5.5e-18
NZ_CP029457.1	FORC087_RS30390	WP_001018642.1	3.2e-35	4.2e-35
NZ_CP029457.1	FORC087_RS30390	WP_001018642.1	2.4e-17	1.2e-09
NZ_CP029457.1	FORC087_RS30630	WP_001018890.1	6.3e-19	4.2e-17
NZ_CP029457.1	FORC087_RS30390	WP_001018642.1	1.8e-19	2.6e-19
NZ_CP029457.1	FORC087_RS30390	WP_001018642.1	4.9e-36	6.1e-36
NZ_CP029457.1	FORC087_RS30390	WP_001018642.1	1.4e-12	2.2e-12
NZ_CP029457.1	FORC087_RS30390	WP_001018642.1	2.8e-16	3.3e-16
NZ_CP029457.1	FORC087_RS30390	WP_001018642.1	4.5e-06	9.9e-06
NZ_CP029457.1	FORC087_RS30390	WP_001018642.1	1.5e-20	1.5e-19
NZ_CP029457.1	FORC087_RS30390	WP_001018642.1	1.1e-18	3.2e-18
NZ_CP029457.1	FORC087_RS30390	WP_001018642.1	7.5e-08	4.4e-06
NZ_CP029457.1	FORC087_RS30630	WP_001018890.1	2.3e-09	1.4e-07
NZ_CP029456.1	FORC087_RS30250	-	1.9e-14	2.6e-14
NZ_CP029456.1	FORC087_RS30160	-	1.9e-06	0.00059
NZ_CP029456.1	FORC087_RS30250	-	6e-05	0.00042
NZ_CP029455.1	FORC087_RS27640	WP_139894768.1	1e-07	1e-07
NZ_CP029455.1	FORC087_RS29520	-	0.00028	0.00033
NZ_CP029455.1	FORC087_RS27645	WP_139894770.1	0.0025	0.0026
NZ_CP029455.1	FORC087_RS29795	-	0.021	0.03
NZ_CP029455.1	FORC087_RS29465	WP_139894930.1	0.05	7.7
NZ_CP029455.1	FORC087_RS27640	WP_139894768.1	0.11	0.14
CP029455.1	FORC087_449	QDD87234.1	0.05	7.7
PHQW02000015.1	CR195_028355	PYD94920.1	1.1e-19	3.8e-18
PHQW02000015.1	CR195_027875	PYD94849.1	4.9e-18	8.8e-16
PHQW02000015.1	CR195_028355	PYD94920.1	3.2e-10	2.3e-08
PHQW02000015.1	CR195_027875	PYD94849.1	2.6e-08	0.0044
CP023246.1	CJ306_29370	ASZ69375.1	0.00017	0.0064
CP023246.1	CJ306_29370	ASZ69375.1	5.8e-07	1.2e-06
CP023246.1	CJ306_29370	ASZ69375.1	0.0027	0.026
CP023246.1	CJ306_29370	ASZ69375.1	5.2e-05	0.00028
CP023246.1	CJ306_29995	ASZ69470.1	0.21	22
CP023246.1	CJ306_29370	ASZ69375.1	0.15	1
CP023246.1	CJ306_29370	ASZ69375.1	2.4e-07	7.8e-07
NC_007105.1	BCE33L_RS29810	WP_000198084.1	0.0065	0.013
NC_007105.1	BCE33L_RS29810	WP_000198084.1	1.5e-16	2.1e-16
NC_007105.1	BCE33L_RS29810	WP_000198084.1	4.4e-35	5.6e-35
NC_007105.1	BCE33L_RS29810	WP_000198084.1	3.4e-17	3.6e-08
NC_007105.1	BCE33L_RS29985	WP_000668450.1	1.1e-19	3.8e-18
NC_007105.1	BCE33L_RS30030	WP_001097384.1	1.1e-11	1.9e-11
NC_007105.1	BCE33L_RS29810	WP_000198084.1	1.3e-17	1.7e-17
NC_007105.1	BCE33L_RS29810	WP_000198084.1	1.7e-39	2e-39
NC_007105.1	BCE33L_RS29810	WP_000198084.1	3.7e-13	4.3e-13
NC_007105.1	BCE33L_RS29810	WP_000198084.1	3.3e-11	4.6e-11
NC_007105.1	BCE33L_RS29810	WP_000198084.1	0.00048	0.00093
NC_007105.1	BCE33L_RS29810	WP_000198084.1	7.7e-16	2.4e-15
NC_007105.1	BCE33L_RS29810	WP_000198084.1	3.7e-18	4.8e-18
NC_007105.1	BCE33L_RS29810	WP_000198084.1	1.2e-09	2.1e-05
NC_007105.1	BCE33L_RS29985	WP_000668450.1	3.2e-10	2.3e-08
NC_007105.1	BCE33L_RS30030	WP_001097384.1	0.0033	0.0076
NC_007103.1	BCE33L_RS27890	WP_000576159.1	3.4e-16	7.6e-15
NC_007103.1	BCE33L_RS27915	WP_000904909.1	1e-11	5.1e-11
NC_007103.1	BCE33L_RS27580	-	0.006	0.0067
NC_007103.1	BCE33L_RS27835	WP_000189824.1	0.0028	2.5
NC_007103.1	BCE33L_RS27890	WP_000576159.1	3.1e-07	2.2e-05
NC_007103.1	BCE33L_RS27915	WP_000904909.1	0.025	0.5
AP007210.1	BCN_P096	BAL21304.1	0.00021	0.013
AP007210.1	BCN_P096	BAL21304.1	2.7e-07	5.3e-07
AP007210.1	BCN_P096	BAL21304.1	0.00065	0.0031
AP007210.1	BCN_P193	BAL21401.1	0.26	1.6
AP007210.1	BCN_P185	BAL21393.1	2.6e-20	5.6e-19
AP007210.1	BCN_P187	BAL21395.1	7.8e-19	1.6e-17
AP007210.1	BCN_P130	BAL21338.1	1.5e-14	6.1e-08
AP007210.1	BCN_P217	BAL21425.1	1.6e-12	8.5e-11
AP007210.1	BCN_P198	BAL21406.1	4.9e-12	6.2e-12
AP007210.1	BCN_P096	BAL21304.1	0.14	0.19
AP007210.1	BCN_P096	BAL21304.1	6.9e-07	3e-06
AP007210.1	BCN_P096	BAL21304.1	0.19	0.29
AP007210.1	BCN_P096	BAL21304.1	0.00085	0.0064
AP007210.1	BCN_P096	BAL21304.1	1.4e-07	2.7e-07
AP007210.1	BCN_P185	BAL21393.1	1.6e-11	3.3e-06
AP007210.1	BCN_P187	BAL21395.1	2.2e-11	1.1e-09
AP007210.1	BCN_P217	BAL21425.1	6.7e-07	2.9e-05
AP007210.1	BCN_P130	BAL21338.1	5.4e-06	0.044
AP007210.1	BCN_P198	BAL21406.1	0.00089	0.0022
CP001170.1	BCH308197_B0102	ACI30633.1	0.011	6.6
CP001170.1	BCH308197_B0056	ACI30628.1	1.4e-12	1.9e-12
CP001170.1	BCH308197_B0102	ACI30633.1	0.34	2.2
CP001170.1	BCH308197_B0056	ACI30628.1	4.7e-05	0.00019
CP001167.1	BCH308197_E0013	ACI30486.1	8.8e-16	4e-14
CP001167.1	BCH308197_E0013	ACI30486.1	4.7e-09	1.8e-07
CP009604.1	BF33_5836	AJK32011.1	6.9e-19	7.8e-19
CP009604.1	BF33_5836	AJK32011.1	1e-09	1.3e-09
CP009636.1	AK40_5950	AJI08450.1	9.5e-05	0.0052
CP009636.1	AK40_5950	AJI08450.1	2.7e-07	5.7e-07
CP009636.1	AK40_5950	AJI08450.1	0.00064	0.0039
CP009636.1	AK40_5950	AJI08450.1	0.16	0.22
CP009636.1	AK40_5950	AJI08450.1	8.3e-07	3.5e-06
CP009636.1	AK40_5950	AJI08450.1	0.2	0.32
CP009636.1	AK40_5950	AJI08450.1	0.00078	0.0072
CP009636.1	AK40_5950	AJI08450.1	3e-07	9.3e-07
CP003749.1	BCK_27498	AFQ13308.1	2.7e-14	5.1e-14
CP003749.1	BCK_27498	AFQ13308.1	1.7e-05	3.2e-05
CP000042.1	pE33L54_0001	AAY60607.1	0.0065	0.013
CP000042.1	pE33L54_0001	AAY60607.1	1.5e-16	2.1e-16
CP000042.1	pE33L54_0001	AAY60607.1	4.4e-35	5.6e-35
CP000042.1	pE33L54_0001	AAY60607.1	3.4e-17	3.6e-08
CP000042.1	pE33L54_0039	AAY60644.1	1.1e-19	3.8e-18
CP000042.1	pE33L54_0049	AAY60651.1	1.7e-11	2.9e-11
CP000042.1	pE33L54_0001	AAY60607.1	1.3e-17	1.7e-17
CP000042.1	pE33L54_0001	AAY60607.1	1.7e-39	2e-39
CP000042.1	pE33L54_0001	AAY60607.1	3.7e-13	4.3e-13
CP000042.1	pE33L54_0001	AAY60607.1	3.3e-11	4.6e-11
CP000042.1	pE33L54_0001	AAY60607.1	0.00048	0.00093
CP000042.1	pE33L54_0001	AAY60607.1	7.7e-16	2.4e-15
CP000042.1	pE33L54_0001	AAY60607.1	3.7e-18	4.8e-18
CP000042.1	pE33L54_0001	AAY60607.1	1.2e-09	2.1e-05
CP000042.1	pE33L54_0039	AAY60644.1	3.2e-10	2.3e-08
CP000042.1	pE33L54_0049	AAY60651.1	0.0037	0.0083
CP000040.1	pE33L466_0068	AAY60233.1	3.4e-16	7.6e-15
CP000040.1	pE33L466_0073	AAY60238.1	1e-11	5.1e-11
CP000040.1	pE33L466_0002	AAY60173.1	0.0061	0.0069
CP000040.1	pE33L466_0057	AAY60222.1	0.0028	2.5
CP000040.1	pE33L466_0068	AAY60233.1	3.1e-07	2.2e-05
CP000040.1	pE33L466_0073	AAY60238.1	0.025	0.5
CP000229.1	BCQ_PT41	ACM16003.1	1.5e-14	7e-13
CP000229.1	BCQ_PT41	ACM16003.1	2.5e-07	2.8e-05
CP001187.1	BCG9842_0201	ACK98558.1	0.00086	0.0027
CP001187.1	BCG9842_0005	ACK98687.1	0.57	0.36
CP001187.1	BCG9842_0201	ACK98558.1	0.012	0.036
CP001187.1	BCG9842_0201	ACK98558.1	0.078	1.8
CP001187.1	BCG9842_0201	ACK98558.1	0.0047	0.024
LYVD01000047.1	A9L49_30315	OBW84819.1	0.00015	0.012
LYVD01000047.1	A9L49_30315	OBW84819.1	9.7e-09	2e-08
LYVD01000047.1	A9L49_30315	OBW84819.1	0.00011	0.0037
LYVD01000047.1	A9L49_30315	OBW84819.1	0.21	0.31
LYVD01000047.1	A9L49_30315	OBW84819.1	2.4e-07	1.4e-06
LYVD01000047.1	A9L49_30315	OBW84819.1	0.33	0.54
LYVD01000047.1	A9L49_30315	OBW84819.1	0.0025	0.014
LYVD01000047.1	A9L49_30315	OBW84819.1	8.8e-08	1.9e-07
CP015730.1	DA68_26770	ANE89287.1	0.004	2.7
CP009593.1	BG11_5841	AJH60074.1	6.9e-19	7.8e-19
CP009593.1	BG11_5841	AJH60074.1	1e-09	1.3e-09
FR675941.1	pLVP1401_23	CBW44174.1	4.7e-17	4.7e-17
FR675941.1	pLVP1401_23	CBW44174.1	9e-34	1.1e-33
FR675941.1	pLVP1401_23	CBW44174.1	1.8e-17	1.5e-09
FR675941.1	pLVP1401_65	CBW44216.1	2.5e-09	3.6e-09
FR675941.1	pLVP1401_23	CBW44174.1	8.6e-20	1.2e-19
FR675941.1	pLVP1401_23	CBW44174.1	1.4e-35	1.8e-35
FR675941.1	pLVP1401_23	CBW44174.1	2e-12	3e-12
FR675941.1	pLVP1401_23	CBW44174.1	2.7e-14	3.3e-14
FR675941.1	pLVP1401_23	CBW44174.1	1.6e-05	3.2e-05
FR675941.1	pLVP1401_23	CBW44174.1	2.4e-20	1.9e-19
FR675941.1	pLVP1401_23	CBW44174.1	1.4e-18	3.8e-18
FR675941.1	pLVP1401_23	CBW44174.1	1.1e-07	3.9e-06
FR675941.1	pLVP1401_65	CBW44216.1	0.0038	0.0038
ABDA02000035.1	BCAH1134_C0750	EDZ49022.1	4.5e-05	0.0021
ABDA02000035.1	BCAH1134_C0750	EDZ49022.1	5.8e-09	1.1e-08
ABDA02000035.1	BCAH1134_C0750	EDZ49022.1	0.00026	0.0036
ABDA02000035.1	BCAH1134_C0670	EDZ49490.1	1.1e-17	1.9e-15
ABDA02000035.1	BCAH1134_C0639	EDZ49420.1	8.1e-08	1.2e-07
ABDA02000035.1	BCAH1134_C0750	EDZ49022.1	0.3	0.43
ABDA02000035.1	BCAH1134_C0750	EDZ49022.1	3.6e-07	2.1e-06
ABDA02000035.1	BCAH1134_C0461	EDZ49074.1	0.026	2.9
ABDA02000035.1	BCAH1134_C0750	EDZ49022.1	0.33	0.51
ABDA02000035.1	BCAH1134_C0750	EDZ49022.1	0.0018	0.0093
ABDA02000035.1	BCAH1134_C0750	EDZ49022.1	2.1e-07	6.8e-07
ABDA02000035.1	BCAH1134_C0670	EDZ49490.1	1.7e-07	0.012
ABDA02000035.1	BCAH1134_C0639	EDZ49420.1	0.028	0.041
AAEK01000036.1	BCE_G9241_pBCXO1_0130	EAL12831.1	4.7e-15	1.7e-07
AAEK01000036.1	BCE_G9241_pBCXO1_0130	EAL12831.1	5e-08	0.004
AAEK01000038.1	BCE_G9241_pBCXO1_0065	EAL12718.1	0.00011	0.0033
AAEK01000038.1	BCE_G9241_pBCXO1_0065	EAL12718.1	1.3e-09	2.7e-09
AAEK01000038.1	BCE_G9241_pBCXO1_0065	EAL12718.1	1.3e-05	0.0026
AAEK01000038.1	BCE_G9241_pBCXO1_0065	EAL12718.1	3.2e-07	1.9e-06
AAEK01000038.1	BCE_G9241_pBCXO1_0065	EAL12718.1	0.23	0.35
AAEK01000038.1	BCE_G9241_pBCXO1_0065	EAL12718.1	0.001	0.0046
AAEK01000038.1	BCE_G9241_pBCXO1_0065	EAL12718.1	2.2e-07	7.6e-07
NZ_CP042875.1	FRY47_RS00445	WP_000661417.1	0.22	0.31
NZ_CP042875.1	FRY47_RS01545	WP_168455200.1	3.3e-21	2.8e-11
NZ_CP042875.1	FRY47_RS00960	WP_000375874.1	0.00026	0.013
NZ_CP042875.1	FRY47_RS01545	WP_168455200.1	5.5e-22	5.5e-10
NZ_CP042875.1	FRY47_RS00960	WP_000375874.1	9.5e-08	1.8e-07
NZ_CP042875.1	FRY47_RS01545	WP_168455200.1	3.3e-17	1.6e-09
NZ_CP042875.1	FRY47_RS00960	WP_000375874.1	0.0018	0.0087
NZ_CP042875.1	FRY47_RS00625	WP_168455149.1	1.4e-17	2.1e-15
NZ_CP042875.1	FRY47_RS01545	WP_168455200.1	1.5e-12	6.9e-07
NZ_CP042875.1	FRY47_RS01545	WP_168455200.1	6e-30	1.7e-16
NZ_CP042875.1	FRY47_RS00960	WP_000375874.1	5.1e-06	3e-05
NZ_CP042875.1	FRY47_RS01545	WP_168455200.1	5.8e-07	0.00099
NZ_CP042875.1	FRY47_RS01545	WP_168455200.1	3.3e-08	0.00076
NZ_CP042875.1	FRY47_RS00355	WP_000189813.1	0.023	2.5
NZ_CP042875.1	FRY47_RS01545	WP_168455200.1	0.046	0.12
NZ_CP042875.1	FRY47_RS01545	WP_168455200.1	1e-17	5.4e-10
NZ_CP042875.1	FRY47_RS00960	WP_000375874.1	0.013	0.13
NZ_CP042875.1	FRY47_RS01545	WP_168455200.1	9.8e-15	7e-09
NZ_CP042875.1	FRY47_RS00960	WP_000375874.1	6.7e-07	2.3e-06
NZ_CP042875.1	FRY47_RS01545	WP_168455200.1	2.8e-07	5.5e-07
NZ_CP042875.1	FRY47_RS00625	WP_168455149.1	3.8e-08	0.0066
NZ_CP012486.1	ACN91_RS27610	WP_053565557.1	2.9e-19	5.7e-19
NZ_CP012486.1	ACN91_RS27610	WP_053565557.1	8.1e-13	2.6e-12
NZ_CP015592.1	A7A70_RS31035	-	8.3e-11	9.6e-11
NZ_CP015592.1	A7A70_RS28445	WP_071680112.1	0.0041	2.2
NZ_CP015592.1	A7A70_RS31035	-	0.00057	0.00064
NZ_CP015591.1	A7A70_RS27685	WP_001018648.1	8.9e-18	1.9e-17
NZ_CP015591.1	A7A70_RS27685	WP_001018648.1	3.5e-35	4.5e-35
NZ_CP015591.1	A7A70_RS27685	WP_001018648.1	1.7e-17	1.5e-09
NZ_CP015591.1	A7A70_RS27685	WP_001018648.1	2.5e-19	3.7e-19
NZ_CP015591.1	A7A70_RS27685	WP_001018648.1	1.6e-36	2e-36
NZ_CP015591.1	A7A70_RS27685	WP_001018648.1	1.7e-13	2.6e-13
NZ_CP015591.1	A7A70_RS27685	WP_001018648.1	6.2e-16	7.5e-16
NZ_CP015591.1	A7A70_RS27685	WP_001018648.1	1.1e-06	2.3e-06
NZ_CP015591.1	A7A70_RS27685	WP_001018648.1	4.6e-20	3.6e-19
NZ_CP015591.1	A7A70_RS27685	WP_001018648.1	8.1e-19	1.6e-18
NZ_CP015591.1	A7A70_RS27685	WP_001018648.1	7.6e-08	1.9e-06
NZ_CP015590.1	A7A70_RS27540	WP_071680017.1	0.0062	0.027
NZ_CP023246.1	CJ306_RS28590	WP_088344556.1	0.00017	0.0064
NZ_CP023246.1	CJ306_RS28590	WP_088344556.1	5.8e-07	1.2e-06
NZ_CP023246.1	CJ306_RS28590	WP_088344556.1	0.0027	0.026
NZ_CP023246.1	CJ306_RS28590	WP_088344556.1	5.2e-05	0.00028
NZ_CP023246.1	CJ306_RS29205	WP_119684290.1	0.21	22
NZ_CP023246.1	CJ306_RS28590	WP_088344556.1	0.15	1
NZ_CP023246.1	CJ306_RS28590	WP_088344556.1	2.4e-07	7.8e-07
NC_016794.1	BCF_RS27280	WP_001018643.1	2.5e-18	5.2e-18
NC_016794.1	BCF_RS27280	WP_001018643.1	1.9e-35	2.4e-35
NC_016794.1	BCF_RS27280	WP_001018643.1	1.7e-17	1.2e-09
NC_016794.1	BCF_RS27280	WP_001018643.1	3.3e-19	5e-19
NC_016794.1	BCF_RS27280	WP_001018643.1	2.6e-36	3.1e-36
NC_016794.1	BCF_RS27280	WP_001018643.1	8.7e-13	1.4e-12
NC_016794.1	BCF_RS27280	WP_001018643.1	6.5e-16	7.8e-16
NC_016794.1	BCF_RS27280	WP_001018643.1	4.6e-06	1e-05
NC_016794.1	BCF_RS27280	WP_001018643.1	1.5e-20	1.3e-19
NC_016794.1	BCF_RS27280	WP_001018643.1	1.5e-18	4.3e-18
NC_016794.1	BCF_RS27280	WP_001018643.1	1.3e-07	1.3e-05
NC_016792.1	BCN_RS27720	WP_000441032.1	0.00021	0.013
NC_016792.1	BCN_RS27720	WP_000441032.1	2.7e-07	5.3e-07
NC_016792.1	BCN_RS27720	WP_000441032.1	0.00065	0.0031
NC_016792.1	BCN_RS28135	WP_000993737.1	0.3	1.7
NC_016792.1	BCN_RS28110	WP_033656251.1	9.2e-21	1.7e-19
NC_016792.1	BCN_RS28100	WP_001226074.1	2.6e-20	5.6e-19
NC_016792.1	BCN_RS28235	WP_000576160.1	1.1e-15	5e-14
NC_016792.1	BCN_RS27870	WP_000639134.1	1.5e-14	6.1e-08
NC_016792.1	BCN_RS28160	WP_000690663.1	4.9e-12	6.2e-12
NC_016792.1	BCN_RS28140	WP_000232781.1	0.0077	0.0093
NC_016792.1	BCN_RS27720	WP_000441032.1	0.14	0.19
NC_016792.1	BCN_RS27720	WP_000441032.1	6.9e-07	3e-06
NC_016792.1	BCN_RS27720	WP_000441032.1	0.19	0.29
NC_016792.1	BCN_RS27720	WP_000441032.1	0.00085	0.0064
NC_016792.1	BCN_RS27720	WP_000441032.1	1.4e-07	2.7e-07
NC_016792.1	BCN_RS28110	WP_033656251.1	5e-12	2.7e-10
NC_016792.1	BCN_RS28100	WP_001226074.1	1.6e-11	3.3e-06
NC_016792.1	BCN_RS28235	WP_000576160.1	5.8e-09	2.2e-07
NC_016792.1	BCN_RS27870	WP_000639134.1	5.4e-06	0.044
NC_016792.1	BCN_RS28160	WP_000690663.1	0.00089	0.0022
NZ_CP014487.1	FORC21_RS28660	WP_072770108.1	0.00018	0.00028
NZ_CP009595.1	BG11_RS00655	WP_000183539.1	2.2e-12	7.7e-05
NZ_CP009595.1	BG11_RS00655	WP_000183539.1	1.8e-23	6e-13
NZ_CP009595.1	BG11_RS00695	WP_000100985.1	0.0037	0.24
NZ_CP009595.1	BG11_RS00655	WP_000183539.1	4.7e-18	4e-07
NZ_CP009595.1	BG11_RS00695	WP_000100985.1	0.12	0.21
NZ_CP009595.1	BG11_RS01125	WP_001169292.1	4.4e-21	6.6e-20
NZ_CP009595.1	BG11_RS01055	WP_000576162.1	8.8e-16	4e-14
NZ_CP009595.1	BG11_RS01150	-	6.3e-13	1.5e-11
NZ_CP009595.1	BG11_RS01135	WP_000904909.1	1e-11	5.1e-11
NZ_CP009595.1	BG11_RS00655	WP_000183539.1	5.2e-08	0.0023
NZ_CP009595.1	BG11_RS00655	WP_000183539.1	4.2e-26	2.1e-12
NZ_CP009595.1	BG11_RS00695	WP_000100985.1	0.11	0.22
NZ_CP009595.1	BG11_RS00655	WP_000183539.1	5.4e-06	0.13
NZ_CP009595.1	BG11_RS01240	WP_000189820.1	0.0066	2.7
NZ_CP009595.1	BG11_RS00655	WP_000183539.1	5.4e-16	5.1e-07
NZ_CP009595.1	BG11_RS00655	WP_000183539.1	7.4e-06	0.0032
NZ_CP009595.1	BG11_RS01125	WP_001169292.1	2.8e-12	9.9e-11
NZ_CP009595.1	BG11_RS01055	WP_000576162.1	4.7e-09	1.8e-07
NZ_CP009595.1	BG11_RS01150	-	2.3e-06	0.0059
NZ_CP009595.1	BG11_RS01135	WP_000904909.1	0.025	0.5
NZ_CP009594.1	BG11_RS00160	WP_042631196.1	1.1e-21	1.8e-21
NZ_CP009594.1	BG11_RS00160	WP_042631196.1	2.9e-41	3.4e-41
NZ_CP009594.1	BG11_RS00160	WP_042631196.1	1.3e-19	1.7e-11
NZ_CP009594.1	BG11_RS00160	WP_042631196.1	8e-17	2.4e-16
NZ_CP009594.1	BG11_RS00160	WP_042631196.1	4e-45	4.6e-45
NZ_CP009594.1	BG11_RS00160	WP_042631196.1	1.8e-13	2.5e-13
NZ_CP009594.1	BG11_RS00160	WP_042631196.1	2.8e-13	3.2e-13
NZ_CP009594.1	BG11_RS00160	WP_042631196.1	0.0034	0.012
NZ_CP009594.1	BG11_RS00160	WP_042631196.1	1.2e-22	3.4e-22
NZ_CP009594.1	BG11_RS00160	WP_042631196.1	2.2e-22	2.9e-22
NZ_CP009594.1	BG11_RS00160	WP_042631196.1	9.6e-09	5.1e-08
NZ_CP009593.1	BG11_RS00030	WP_042631210.1	6.9e-19	7.8e-19
NZ_CP009593.1	BG11_RS00030	WP_042631210.1	1e-09	1.3e-09
NZ_CP009606.1	BF33_RS29050	WP_000183539.1	2.2e-12	7.7e-05
NZ_CP009606.1	BF33_RS29050	WP_000183539.1	1.8e-23	6e-13
NZ_CP009606.1	BF33_RS29090	WP_000100985.1	0.0037	0.24
NZ_CP009606.1	BF33_RS29050	WP_000183539.1	4.7e-18	4e-07
NZ_CP009606.1	BF33_RS29090	WP_000100985.1	0.12	0.21
NZ_CP009606.1	BF33_RS28135	WP_001169292.1	4.4e-21	6.6e-20
NZ_CP009606.1	BF33_RS28065	WP_000576162.1	8.8e-16	4e-14
NZ_CP009606.1	BF33_RS28160	-	6.3e-13	1.5e-11
NZ_CP009606.1	BF33_RS28145	WP_000904909.1	1e-11	5.1e-11
NZ_CP009606.1	BF33_RS29050	WP_000183539.1	5.2e-08	0.0023
NZ_CP009606.1	BF33_RS29050	WP_000183539.1	4.2e-26	2.1e-12
NZ_CP009606.1	BF33_RS29090	WP_000100985.1	0.11	0.22
