Plasmids	locus_tag	protein_id	E-value_1	E-value_2
NZ_CP009638.1	AK40_RS01370	WP_001995603.1	0.0011	0.0043
NZ_CP009638.1	AK40_RS01690	WP_001995622.1	5.1e-11	4.4e-09
NZ_CP009638.1	AK40_RS01370	WP_001995603.1	5.6e-104	7.2e-104
NZ_CP009638.1	AK40_RS01390	WP_000810415.1	3.7e-56	1.7e-53
NZ_CP009638.1	AK40_RS01375	-	1.3e-25	1.6e-25
NZ_CP009638.1	AK40_RS01385	-	0.0079	0.0092
NZ_CP009638.1	AK40_RS01690	WP_001995622.1	8.5e-24	1.3e-23
NZ_CP009638.1	AK40_RS01360	WP_000746380.1	1.4e-95	4e-79
NZ_CP009638.1	AK40_RS01375	-	5.7e-73	6.7e-73
NZ_CP009638.1	AK40_RS01375	-	6.8e-30	8.8e-30
NZ_CP009638.1	AK40_RS01390	WP_000810415.1	1.9e-15	1e-14
NZ_CP009638.1	AK40_RS01690	WP_001995622.1	5.2e-27	5.2e-27
NZ_CP009638.1	AK40_RS01375	-	7.7e-103	9.2e-103
NZ_CP009638.1	AK40_RS01385	-	5.4e-32	6e-32
NZ_CP009638.1	AK40_RS01375	-	1e-13	1.3e-13
NZ_CP009638.1	AK40_RS01375	-	1.2e-09	6.4e-09
NZ_CP009637.1	AK40_RS01065	WP_142329062.1	5.3e-07	1.5e-05
NZ_CP009637.1	AK40_RS01065	WP_142329062.1	3.7e-12	3.5e-10
NZ_CP009637.1	AK40_RS01070	WP_001996374.1	4.3e-29	4.3e-29
NZ_CP009637.1	AK40_RS01065	WP_142329062.1	5.5e-13	4.3e-11
NZ_CP009637.1	AK40_RS01065	WP_142329062.1	3e-64	6.1e-64
NZ_CP009637.1	AK40_RS01065	WP_142329062.1	0.0021	0.0036
NZ_CP009637.1	AK40_RS01065	WP_142329062.1	2.1e-38	2.8e-38
NZ_CP009637.1	AK40_RS01065	WP_142329062.1	4.6e-16	6.8e-16
NZ_CP009637.1	AK40_RS01070	WP_001996374.1	0.0022	0.0075
NZ_CP009637.1	AK40_RS01065	WP_142329062.1	3.7e-09	8.9e-05
NZ_CP009637.1	AK40_RS01065	WP_142329062.1	4.6e-19	5.5e-19
NZ_CP009637.1	AK40_RS01065	WP_142329062.1	3.5e-07	4.8e-07
NZ_CP009637.1	AK40_RS01070	WP_001996374.1	8e-86	2.1e-83
NZ_CP009637.1	AK40_RS01065	WP_142329062.1	4.5e-157	5.7e-157
NZ_CP009637.1	AK40_RS01065	WP_142329062.1	3.6e-07	1.7e-06
NZ_CP009637.1	AK40_RS01065	WP_142329062.1	7.3e-31	9.9e-31
NZ_CP009637.1	AK40_RS01065	WP_142329062.1	6.7e-35	1e-34
NZ_CP009637.1	AK40_RS01065	WP_142329062.1	1.4e-24	5.1e-20
NZ_CP009637.1	AK40_RS01070	WP_001996374.1	1.3e-37	1.3e-37
NZ_CP009637.1	AK40_RS01065	WP_142329062.1	4e-39	5.5e-39
NZ_CP009637.1	AK40_RS01065	WP_142329062.1	1.2e-18	1.7e-18
NZ_CP009637.1	AK40_RS01065	WP_142329062.1	0.0039	0.0055
NZ_CP009637.1	AK40_RS01065	WP_142329062.1	1.1e-08	1.7e-08
NZ_CP009637.1	AK40_RS01065	WP_142329062.1	2.6e-129	3.4e-129
NZ_CP009636.1	AK40_RS00175	WP_001996263.1	0.13	0.24
NZ_CP009636.1	AK40_RS00475	WP_001996269.1	0.038	0.067
NZ_CP009636.1	AK40_RS00120	WP_001996173.1	0.073	88
NZ_CP009636.1	AK40_RS00475	WP_001996269.1	0.25	0.45
NZ_CP009368.1	BG03_RS29305	-	0.074	0.097
NZ_CP009589.1	AQ16_RS00355	WP_001981248.1	7.6e-132	8.6e-132
NZ_CP009589.1	AQ16_RS00355	WP_001981248.1	4.5e-14	4.5e-14
NZ_CP009589.1	AQ16_RS00355	WP_001981248.1	1.3e-09	4.6e-09
NZ_CP009589.1	AQ16_RS00360	WP_001981247.1	0.00023	0.053
NZ_CP009589.1	AQ16_RS00355	WP_001981248.1	0.007	0.01
NZ_CP009589.1	AQ16_RS00360	WP_001981247.1	9.3e-18	1.3e-17
NZ_CP009589.1	AQ16_RS00355	WP_001981248.1	0.0059	0.015
NZ_CP009589.1	AQ16_RS00085	WP_038415774.1	1.9e-09	0.00015
NZ_CP009589.1	AQ16_RS00355	WP_001981248.1	4.1e-24	3.1e-23
NZ_CP009589.1	AQ16_RS00360	WP_001981247.1	3.4e-18	4.9e-18
NZ_CP009589.1	AQ16_RS00085	WP_038415774.1	4.5e-26	3e-13
NZ_CP009589.1	AQ16_RS00355	WP_001981248.1	2.1e-07	6e-07
NZ_CP009589.1	AQ16_RS00355	WP_001981248.1	1.9e-16	4.6e-15
NZ_CP009589.1	AQ16_RS00360	WP_001981247.1	4.3e-08	6e-08
NZ_CP009589.1	AQ16_RS00360	WP_001981247.1	1.1e-11	3.5e-11
NZ_CP009589.1	AQ16_RS00355	WP_001981248.1	2.2e-19	2.2e-19
NZ_CP009589.1	AQ16_RS00085	WP_038415774.1	8.6e-30	1.1e-17
NZ_CP009589.1	AQ16_RS00355	WP_001981248.1	4.9e-28	1.1e-27
NZ_CP009589.1	AQ16_RS00360	WP_001981247.1	1e-120	1.2e-120
NZ_CP009589.1	AQ16_RS00360	WP_001981247.1	0.00073	0.0013
NZ_CP009589.1	AQ16_RS00360	WP_001981247.1	4.1e-05	0.00093
NZ_CP009299.1	AW22_RS00485	WP_042512110.1	0.26	0.33
NZ_CP009299.1	AW22_RS00670	WP_000182855.1	0.037	0.074
NZ_CP009299.1	AW22_RS00670	WP_000182855.1	0.14	0.36
NZ_CP009967.1	BF28_RS30680	WP_079995860.1	0.19	0.23
NZ_CP009967.1	BF28_RS01315	WP_000810182.1	0.23	0.39
NZ_CP009967.1	BF28_RS00415	WP_001068599.1	0.066	0.099
NZ_CP009967.1	BF28_RS01860	WP_001118075.1	0.17	0.19
NZ_CP009967.1	BF28_RS01860	WP_001118075.1	0.18	0.21
NZ_CP009967.1	BF28_RS01225	WP_041185005.1	0.02	3.8
NZ_CP009627.1	BF35_RS00160	WP_000111622.1	0.058	0.29
NZ_CP009939.1	NT98_RS00360	WP_001981248.1	7.6e-132	8.6e-132
NZ_CP009939.1	NT98_RS00360	WP_001981248.1	4.5e-14	4.5e-14
NZ_CP009939.1	NT98_RS00360	WP_001981248.1	1.3e-09	4.6e-09
NZ_CP009939.1	NT98_RS00355	WP_001981247.1	0.00023	0.053
NZ_CP009939.1	NT98_RS00360	WP_001981248.1	0.007	0.01
NZ_CP009939.1	NT98_RS00355	WP_001981247.1	9.3e-18	1.3e-17
NZ_CP009939.1	NT98_RS00360	WP_001981248.1	0.0059	0.015
NZ_CP009939.1	NT98_RS00270	WP_038415774.1	1.9e-09	0.00015
NZ_CP009939.1	NT98_RS00360	WP_001981248.1	4.1e-24	3.1e-23
NZ_CP009939.1	NT98_RS00355	WP_001981247.1	3.4e-18	4.9e-18
NZ_CP009939.1	NT98_RS00270	WP_038415774.1	4.5e-26	3e-13
NZ_CP009939.1	NT98_RS00360	WP_001981248.1	2.1e-07	6e-07
NZ_CP009939.1	NT98_RS00360	WP_001981248.1	1.9e-16	4.6e-15
NZ_CP009939.1	NT98_RS00355	WP_001981247.1	4.3e-08	6e-08
NZ_CP009939.1	NT98_RS00355	WP_001981247.1	1.1e-11	3.5e-11
NZ_CP009939.1	NT98_RS00360	WP_001981248.1	2.2e-19	2.2e-19
NZ_CP009939.1	NT98_RS00270	WP_038415774.1	8.6e-30	1.1e-17
NZ_CP009939.1	NT98_RS00360	WP_001981248.1	4.9e-28	1.1e-27
NZ_CP009939.1	NT98_RS00355	WP_001981247.1	1e-120	1.2e-120
NZ_CP009939.1	NT98_RS00355	WP_001981247.1	0.00073	0.0013
NZ_CP009939.1	NT98_RS00355	WP_001981247.1	4.1e-05	0.00093
NZ_CP027921.1	C1N82_RS30790	WP_162279837.1	0.12	0.15
NZ_CP027921.1	C1N82_RS30270	WP_162283528.1	0.019	0.033
NZ_CP027921.1	C1N82_RS30845	WP_001053139.1	0.016	0.018
NZ_CP027921.1	C1N82_RS31665	WP_001053139.1	0.016	0.018
NZ_CP027921.1	C1N82_RS30790	WP_162279837.1	0.018	0.024
NZ_CP027921.1	C1N82_RS30375	-	0.1	0.17
NZ_CP027921.1	C1N82_RS31420	-	0.17	0.28
NZ_CP027921.1	C1N82_RS30790	WP_162279837.1	0.0027	0.0035
NZ_CP027921.1	C1N82_RS30845	WP_001053139.1	0.0078	0.0095
NZ_CP027921.1	C1N82_RS31665	WP_001053139.1	0.0078	0.0095
NZ_CP027921.1	C1N82_RS30270	WP_162283528.1	0.14	0.34
NZ_CP027921.1	C1N82_RS30790	WP_162279837.1	0.00086	0.0012
NZ_CP027921.1	C1N82_RS30845	WP_001053139.1	0.019	0.025
NZ_CP027921.1	C1N82_RS31665	WP_001053139.1	0.019	0.025
NZ_CP028010.1	C1N66_RS30700	WP_001053139.1	0.016	0.018
NZ_CP028010.1	C1N66_RS30455	-	0.17	0.28
NZ_CP028010.1	C1N66_RS30700	WP_001053139.1	0.0078	0.0095
NZ_CP028010.1	C1N66_RS30700	WP_001053139.1	0.019	0.025
CP028010.1	C1N66_31420	QHV47516.1	0.016	0.018
CP028010.1	C1N66_31160	-	0.17	0.28
CP028010.1	C1N66_31420	QHV47516.1	0.0078	0.0095
CP028010.1	C1N66_31420	QHV47516.1	0.019	0.025
NZ_PHQW02000016.1	CR195_RS27590	WP_158318298.1	0.13	0.19
NZ_CP022446.1	CGZ63_RS31075	-	0.011	0.013
NZ_CP022446.1	CGZ63_RS29865	WP_000579788.1	0.24	0.56
NZ_CP022446.1	CGZ63_RS30965	WP_089608138.1	0.09	0.32
NZ_CP022446.1	CGZ63_RS31075	-	0.017	0.022
NZ_CP022446.1	CGZ63_RS30895	-	0.048	0.071
NZ_CP022446.1	CGZ63_RS29255	WP_089607909.1	0.0047	0.0055
NZ_CP022446.1	CGZ63_RS29290	WP_089607912.1	0.023	0.031
NZ_CP022446.1	CGZ63_RS30195	WP_089607991.1	0.2	0.29
NZ_CP022446.1	CGZ63_RS29375	WP_157797775.1	0.00099	0.003
NZ_CP022446.1	CGZ63_RS30965	WP_089608138.1	0.25	1.6
NZ_CP018741.1	FORC47_RS28915	WP_089172232.1	0.022	0.043
NZ_CP018741.1	FORC47_RS28910	WP_000151002.1	0.041	0.041
NZ_CP018741.1	FORC47_RS28420	WP_089172174.1	0.17	0.22
NZ_CP016597.1	BA204_RS29715	WP_000062322.1	3.1e-06	2.3e-05
NZ_CP016597.1	BA204_RS29715	WP_000062322.1	1.1e-13	1.3e-12
NZ_CP016597.1	BA204_RS29720	WP_000810413.1	0.0028	0.0028
NZ_CP016597.1	BA204_RS29715	WP_000062322.1	0.0002	0.0016
NZ_CP016597.1	BA204_RS29715	WP_000062322.1	0.00018	0.0023
NZ_CP016597.1	BA204_RS29720	WP_000810413.1	0.085	0.039
NZ_CP016597.1	BA204_RS29715	WP_000062322.1	1.3e-148	1.7e-148
NZ_CP016597.1	BA204_RS29655	WP_000418556.1	4.4e-07	4.4e-07
NZ_CP016597.1	BA204_RS29720	WP_000810413.1	2.1e-67	5.9e-59
NZ_CP016597.1	BA204_RS29715	WP_000062322.1	3.7e-30	5.6e-30
NZ_CP016597.1	BA204_RS29655	WP_000418556.1	1.4e-09	1.4e-09
NZ_CP016597.1	BA204_RS29715	WP_000062322.1	0.00012	0.00086
NZ_CP016597.1	BA204_RS29715	WP_000062322.1	1.8e-08	0.00014
NZ_CP016597.1	BA204_RS29720	WP_000810413.1	1	5.4
NZ_CP016597.1	BA204_RS29715	WP_000062322.1	6.8e-33	1.1e-32
NZ_CP016597.1	BA204_RS29715	WP_000062322.1	2.8e-36	8.4e-36
NZ_CP016597.1	BA204_RS29720	WP_000810413.1	5.2e-14	5.2e-14
NZ_CP016597.1	BA204_RS29655	WP_000418556.1	1.3e-12	1.3e-12
NZ_CP016597.1	BA204_RS29715	WP_000062322.1	2.7e-132	3.1e-132
NZ_CP016597.1	BA204_RS29715	WP_000062322.1	2e-131	2.5e-131
NZ_CP016317.1	BA202_RS28420	WP_088883367.1	0.045	0.092
NZ_CP016317.1	BA202_RS28420	WP_088883367.1	0.19	0.45
NZ_CP040343.1	EQK03_RS28015	WP_046648607.1	0.00057	0.003
NZ_CP040343.1	EQK03_RS28090	WP_046648629.1	0.18	1
NZ_CP040343.1	EQK03_RS27890	WP_046647663.1	0.049	0.097
NZ_CP040343.1	EQK03_RS27890	WP_046647663.1	0.32	0.56
NZ_CP040335.1	EUC39_RS27160	WP_157418299.1	0.00033	0.00033
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	1.6e-19	2.3e-19
NZ_CP040335.1	EUC39_RS27160	WP_157418299.1	0.00044	0.00076
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	2.4e-19	4e-19
NZ_CP040335.1	EUC39_RS27160	WP_157418299.1	8.4e-14	1.3e-13
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	0.00026	0.00049
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	9.5e-19	9e-17
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	3.5e-226	3.9e-226
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	8.2e-38	1.2e-37
NZ_CP040335.1	EUC39_RS27160	WP_157418299.1	5e-19	7.5e-19
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	6.3e-26	8.5e-26
NZ_CP040335.1	EUC39_RS27160	WP_157418299.1	0.00032	0.00045
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	2.1e-30	3e-30
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	1.9e-11	3.2e-11
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	1.1e-161	1.3e-161
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	3.4e-05	0.0001
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	6.3e-50	8.1e-50
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	1.5e-66	4.1e-66
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	2.2e-81	2.2e-81
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	4.9e-06	7.5e-06
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	0.052	0.19
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	7.2e-39	1e-38
NZ_CP040335.1	EUC39_RS27160	WP_157418299.1	0.019	0.035
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	4.4e-119	4.4e-119
NZ_CP040335.1	EUC39_RS27160	WP_157418299.1	0.053	0.094
NZ_CP040335.1	EUC39_RS27105	WP_157418296.1	0.25	0.0082
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	1.9e-73	2.4e-73
NZ_CP040335.1	EUC39_RS27160	WP_157418299.1	0.054	0.048
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	7.4e-42	1e-41
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	0.25	0.65
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	2.3e-23	3.4e-23
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	3.7e-20	5.2e-19
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	7.1e-07	1.1e-06
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	2.2e-36	3.9e-36
NZ_CP040335.1	EUC39_RS27160	WP_157418299.1	1.8e-08	3.1e-08
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	6.7e-05	0.00012
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	5.6e-32	1.4e-31
NZ_CP040335.1	EUC39_RS27105	WP_157418296.1	2e-07	2e-07
NZ_CP040335.1	EUC39_RS27160	WP_157418299.1	2e-07	3.7e-07
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	5e-55	6.9e-55
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	0.0033	0.0097
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	5.4e-28	1.4e-27
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	5.5e-173	8.6e-173
NZ_CP040335.1	EUC39_RS27160	WP_157418299.1	0.066	0.11
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	6.4e-44	9.4e-44
NZ_CP040335.1	EUC39_RS27105	WP_157418296.1	4.4e-07	4.4e-07
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	3.6e-16	5.7e-16
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	1.1e-22	1.5e-22
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	2e-08	4e-08
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	0.025	0.076
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	1.6e-18	3e-18
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	3.1e-41	4.5e-41
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	1.5e-09	2.2e-09
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	7e-33	1.1e-32
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	6.8e-36	1e-35
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	2.5e-58	3.1e-58
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	2.9e-74	5.8e-74
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	0.0014	0.018
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	7.1e-34	1.7e-33
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	1.7e-19	6e-19
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	3.3e-05	0.00011
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	1.8e-24	4.4e-24
NZ_CP040335.1	EUC39_RS27155	WP_157418298.1	2.1e-103	2.5e-103
NZ_CP045608.2	GE376_RS30935	WP_153218581.1	0.17	0.37
NZ_CP045607.2	GE376_RS29140	WP_153218415.1	6.5e-05	0.0001
NZ_CP045607.2	GE376_RS28095	-	6e-11	8e-11
NZ_CP045607.2	GE376_RS28085	WP_153218520.1	4.2e-11	6.3e-11
NZ_CP045607.2	GE376_RS28095	-	0.00011	0.00014
NZ_CP045607.2	GE376_RS29945	WP_097920816.1	0.22	0.56
NZ_CP045607.2	GE376_RS28095	-	0.00012	0.00015
NZ_CP045607.2	GE376_RS28085	WP_153218520.1	0.00054	0.00073
NZ_CP045607.2	GE376_RS29140	WP_153218415.1	0.0012	0.0021
NZ_CP045607.2	GE376_RS28095	-	8.3e-05	0.00012
NZ_CP045607.2	GE376_RS28095	-	1.9e-06	2.3e-06
NZ_CP045607.2	GE376_RS28095	-	5e-14	6.4e-14
NZ_CP045607.2	GE376_RS29140	WP_153218415.1	0.22	0.51
NZ_CP045607.2	GE376_RS28095	-	0.1	0.14
NZ_CP045607.2	GE376_RS28095	-	0.00011	0.00014
NZ_CP045607.2	GE376_RS28095	-	2e-49	2.5e-49
NZ_CP045607.2	GE376_RS28095	-	0.00021	0.00029
NZ_CP045607.2	GE376_RS28085	WP_153218520.1	0.011	0.014
NZ_CP045607.2	GE376_RS28085	WP_153218520.1	7.3e-07	1.2e-06
NZ_CP045607.2	GE376_RS28085	WP_153218520.1	2.9e-07	3.6e-07
NZ_CP045607.2	GE376_RS28095	-	1.2e-14	1.6e-14
NZ_CP045607.2	GE376_RS28095	-	1.5e-11	2.1e-11
NZ_CP045607.2	GE376_RS28095	-	2.7e-07	3.6e-07
NZ_CP045607.2	GE376_RS28095	-	0.00051	0.0007
NZ_CP045607.2	GE376_RS28095	-	5.5e-12	7e-12
NZ_CP045607.2	GE376_RS29140	WP_153218415.1	0.014	0.022
NZ_CP045607.2	GE376_RS28095	-	4e-11	5.4e-11
NZ_CP045607.2	GE376_RS28095	-	4.9e-05	7.1e-05
NZ_CP045607.2	GE376_RS28095	-	0.00019	0.00024
NZ_CP045607.2	GE376_RS28085	WP_153218520.1	7e-32	7.8e-32
NZ_CP045607.2	GE376_RS28095	-	1.9e-10	2.8e-10
NZ_CP045607.2	GE376_RS28095	-	3.3e-20	4.2e-20
NZ_CP045607.2	GE376_RS28095	-	2e-13	2.6e-13
NZ_CP040341.1	EUC38_RS29405	WP_000182857.1	0.052	0.11
NZ_CP040341.1	EUC38_RS29405	WP_000182857.1	0.32	0.67
NZ_CP020940.1	B2J90_RS30230	WP_000537235.1	0.11	0.12
NZ_CP020939.1	B2J90_RS29515	WP_085782871.1	8.6e-132	9.7e-132
NZ_CP020939.1	B2J90_RS29515	WP_085782871.1	4.5e-14	4.5e-14
NZ_CP020939.1	B2J90_RS29860	-	0.098	0.14
NZ_CP020939.1	B2J90_RS29515	WP_085782871.1	1.5e-09	5.5e-09
NZ_CP020939.1	B2J90_RS29860	-	0.0071	0.014
NZ_CP020939.1	B2J90_RS29510	WP_157405010.1	2.9e-10	3.5e-10
NZ_CP020939.1	B2J90_RS29860	-	5.5e-05	6.6e-05
NZ_CP020939.1	B2J90_RS29515	WP_085782871.1	0.0059	0.015
NZ_CP020939.1	B2J90_RS29780	WP_085782910.1	0.00051	0.00051
NZ_CP020939.1	B2J90_RS29515	WP_085782871.1	7e-24	5.9e-23
NZ_CP020939.1	B2J90_RS29860	-	2.8e-07	3.5e-07
NZ_CP020939.1	B2J90_RS29510	WP_157405010.1	2.5e-06	3.5e-06
NZ_CP020939.1	B2J90_RS29780	WP_085782910.1	8.6e-25	1e-13
NZ_CP020939.1	B2J90_RS29515	WP_085782871.1	2e-07	6e-07
NZ_CP020939.1	B2J90_RS29515	WP_085782871.1	3.5e-16	4.7e-15
NZ_CP020939.1	B2J90_RS29510	WP_157405010.1	0.066	0.12
NZ_CP020939.1	B2J90_RS29510	WP_157405010.1	7.2e-07	8.9e-07
NZ_CP020939.1	B2J90_RS29515	WP_085782871.1	3.5e-19	3.5e-19
NZ_CP020939.1	B2J90_RS29780	WP_085782910.1	3.5e-30	2.5e-18
NZ_CP020939.1	B2J90_RS29515	WP_085782871.1	4.8e-28	1.1e-27
NZ_CP020939.1	B2J90_RS29510	WP_157405010.1	7e-77	8.1e-77
NZ_CP020939.1	B2J90_RS29860	-	3.8e-39	4.2e-39
NZ_CP020939.1	B2J90_RS29510	WP_157405010.1	0.00036	0.00055
NZ_CP020939.1	B2J90_RS29510	WP_157405010.1	0.0099	0.014
NZ_CP020938.1	B2J90_RS29365	WP_085782828.1	0.00023	0.0075
NZ_CP020938.1	B2J90_RS29365	WP_085782828.1	1.1	3.9
NZ_CP020938.1	B2J90_RS29365	WP_085782828.1	0.0029	0.074
NZ_CP020938.1	B2J90_RS29365	WP_085782828.1	0.11	0.2
NZ_CP020938.1	B2J90_RS28720	WP_085782726.1	0.081	0.16
NZ_CP020938.1	B2J90_RS29365	WP_085782828.1	1.8e-09	1.1e-06
NZ_CP020938.1	B2J90_RS29365	WP_085782828.1	0.0029	0.0045
NZ_CP020938.1	B2J90_RS29140	WP_085782786.1	0.011	96
NZ_CP020938.1	B2J90_RS29365	WP_085782828.1	0.022	0.032
NZ_CP020938.1	B2J90_RS29365	WP_085782828.1	0.0077	0.053
NZ_CP020938.1	B2J90_RS29180	WP_000455658.1	0.22	0.23
NZ_CP020938.1	B2J90_RS29235	WP_085782803.1	0.36	0.39
NZ_CP020938.1	B2J90_RS29365	WP_085782828.1	0.0088	0.013
NZ_CP020938.1	B2J90_RS29365	WP_085782828.1	2.9e-08	6.1e-07
NZ_CP020938.1	B2J90_RS29365	WP_085782828.1	7.5e-10	7.9e-07
NZ_CP020938.1	B2J90_RS29365	WP_085782828.1	0.015	0.025
NC_011777.1	BCAH820_RS28015	WP_000130609.1	0.026	0.061
NC_011775.1	BCG9842_RS28400	-	0.42	0.4
NC_011775.1	BCG9842_RS28335	WP_000500493.1	0.085	0.31
NC_011774.1	BCG9842_RS28930	WP_000089357.1	0.08	0.089
NC_011655.1	BCAH187_RS27825	WP_000182856.1	0.043	0.086
NC_011655.1	BCAH187_RS27825	WP_000182856.1	0.18	0.46
CP046512.1	GNE09_28635	QGV10535.1	0.21	0.48
CP046512.1	GNE09_28365	QGV10487.1	0.024	0.027
CP046512.1	GNE09_28225	QGV10462.1	0.033	0.056
NZ_CP011154.1	WR51_RS29480	WP_063549473.1	2.4e-05	3.9e-05
NZ_CP011154.1	WR51_RS28595	WP_000579787.1	0.23	0.55
NZ_CP011154.1	WR51_RS29480	WP_063549473.1	0.00048	0.00086
NZ_CP011154.1	WR51_RS29480	WP_063549473.1	0.085	0.2
NZ_CP011154.1	WR51_RS28165	WP_063549825.1	0.044	0.06
NZ_CP011154.1	WR51_RS29480	WP_063549473.1	0.0059	0.0092
NZ_CP011152.1	WR47_RS27845	WP_063549473.1	2.4e-05	3.9e-05
NZ_CP011152.1	WR47_RS28725	WP_000579787.1	0.23	0.55
NZ_CP011152.1	WR47_RS27845	WP_063549473.1	0.00048	0.00086
NZ_CP011152.1	WR47_RS27845	WP_063549473.1	0.085	0.2
NZ_CP011152.1	WR47_RS29155	WP_063549825.1	0.044	0.06
NZ_CP011152.1	WR47_RS27845	WP_063549473.1	0.0059	0.0092
NZ_CP011157.1	WR52_RS29565	WP_063539124.1	0.095	2.5
NZ_CP011156.1	WR52_RS28615	WP_063538837.1	0.072	0.072
NZ_CP011156.1	WR52_RS29010	WP_063538939.1	0.017	0.023
NZ_CP011156.1	WR52_RS29055	WP_063538955.1	0.051	0.1
NZ_CP011146.1	FORC13_RS30395	-	5.1e-09	8.2e-08
NZ_CP011146.1	FORC13_RS28180	-	0.16	0.3
NZ_CP011146.1	FORC13_RS30395	-	3.5e-27	3.2e-13
NZ_CP011146.1	FORC13_RS30395	-	0.0019	0.0041
NZ_CP011146.1	FORC13_RS28180	-	0.0037	0.0042
NZ_CP011146.1	FORC13_RS30395	-	3e-10	3.4e-09
NZ_CP011146.1	FORC13_RS30395	-	6.1e-32	1.3e-31
NZ_CP011146.1	FORC13_RS30395	-	1.3e-29	6.1e-29
NZ_CP011146.1	FORC13_RS28180	-	0.041	0.042
NZ_CP011146.1	FORC13_RS30395	-	2.5e-10	4.4e-10
NZ_CP011146.1	FORC13_RS28180	-	0.0042	0.0047
NZ_CP011146.1	FORC13_RS30395	-	3.7e-38	1.4e-37
NZ_CP011146.1	FORC13_RS28180	-	0.0041	0.0041
NZ_CP011146.1	FORC13_RS28180	-	0.047	0.048
NZ_CP011146.1	FORC13_RS30395	-	1.4e-10	2.4e-10
NZ_CP011146.1	FORC13_RS28180	-	2.1e-06	2.3e-06
NZ_CP011146.1	FORC13_RS30395	-	1.5e-06	2.5e-06
NZ_CP011146.1	FORC13_RS30395	-	0.00017	0.00035
NZ_CP011146.1	FORC13_RS30395	-	5.8e-27	1.6e-17
NZ_CP011146.1	FORC13_RS28180	-	0.054	0.054
NZ_CP011146.1	FORC13_RS30395	-	1.6	26
NZ_CP011146.1	FORC13_RS30395	-	1.4e-78	8.9e-61
NZ_CP011146.1	FORC13_RS28180	-	5.3e-06	5.3e-06
NZ_CP011146.1	FORC13_RS30395	-	2.8e-42	1.8e-39
NZ_CP011146.1	FORC13_RS28180	-	0.0014	0.0014
NZ_CP011146.1	FORC13_RS30395	-	0.05	0.12
NZ_CP011146.1	FORC13_RS28180	-	0.017	0.02
NZ_CP011146.1	FORC13_RS30395	-	8.3e-11	8.3e-11
NZ_CP011146.1	FORC13_RS30395	-	3.3e-15	1.1e-10
NZ_CP011146.1	FORC13_RS30395	-	1.2e-12	2.9e-12
NZ_CP011146.1	FORC13_RS28180	-	0.16	0.19
NZ_CP011146.1	FORC13_RS30395	-	2e-196	2.4e-196
NZ_CP011146.1	FORC13_RS28180	-	3.4e-30	3.6e-30
NZ_CP011146.1	FORC13_RS30395	-	1.2e-08	2e-08
